0.001,6238,6224
0.00107378,5356,5342
0.001153,4673,4659
0.00115301153,4772,4758
0.0015,2846,2833
0.002,1562,1549
0.0029999,641.4,630.6
0.002999929999,1995,1929
0.003,1994,1928
0.0031362,1449,1405
0.003136231362,2255,2175
0.00338938,1761,1700
0.003663,1415,1370
0.00366303663,1641,1588
0.004,1322,1281
0.004327,1086,1053
0.00432704327,1153,1118
0.00448656,1059,1023
0.004652,966.6,937.7
0.00465204652,1008,978
0.005,848.9,823.8
0.006,545.1,528.5
0.008,268.4,258.8
0.01,153.9,147.1
0.015,55.73,51.74
0.0150312,55.44,51.46
0.015031350312,130.4,100.3
0.016406,103.1,80.86
0.0179065,81.84,65.21
0.017906679065,113.7,82.99
0.0182691,117.9,79.47
0.018639,103.1,76.02
0.01863918639,118.7,86.66
0.02,99.33,73.95
0.03,35.5,28.49
0.04,16.94,13.91
0.05,9.525,7.851
0.06,5.959,4.881
0.08,2.871,2.283
0.1,1.655,1.261
0.101137,1.61,1.224
0.10113801137,6.089,1.71
0.15,2.295,1.087
0.2,1.141,0.6351
0.3,0.4577,0.275
0.4,0.2601,0.1542
0.5,0.178,0.1025
0.6,0.1358,0.07597
0.8,0.09444,0.05067
1,0.0745,0.0392
1.25,0.06087,0.03151
1.5,0.05376,0.02752
2,0.04721,0.02432
3,0.04324,0.02372
4,0.04283,0.02495
5,0.04358,0.02644
6,0.04479,0.02788
8,0.04769,0.03033
10,0.05077,0.03227
15,0.05786,0.03525
20,0.0635,0.03641
